group,variable,value
17:00,10,66.59004519
18:00,10,69.01082853
19:00,10,65.85470765
20:00,10,74.00085995
21:00,10,68.96861576
22:00,10,67.73178928
23:00,10,66.82268163
00:00,11,66.0735395
01:00,11,67.47309236
02:00,11,65.82977479
03:00,11,64.38648685
04:00,11,68.37428729
05:00,11,70.8298186
06:00,11,70.80592406
07:00,11,68.8131779
08:00,11,72.7501115
09:00,11,69.69977368
10:00,11,68.20168477
11:00,11,69.6410025
12:00,11,68.67549349
13:00,11,68.95892444
14:00,11,67.81363316
15:00,11,69.19558209
16:00,11,68.80874071
17:00,11,67.21107789
18:00,11,68.02476663
19:00,11,68.09285779
20:00,11,70.43985011
21:00,11,70.52544069
22:00,11,73.33746588
23:00,11,73.03224451
00:00,12,71.21562518
01:00,12,69.70649459
02:00,12,62.38447229
03:00,12,65.8302558
04:00,12,63.18140965
05:00,12,65.48939342
06:00,12,65.36762421
07:00,12,65.81718562
08:00,12,68.81910899
09:00,12,67.02672905
10:00,12,67.5484783
11:00,12,66.87844545
12:00,12,72.6149211
13:00,12,72.1574497
14:00,12,72.76744708
15:00,12,66.3919161
16:00,12,70.50855332
17:00,12,69.9019836
18:00,12,67.18879476
19:00,12,66.99235064
20:00,12,70.64558621
21:00,12,66.02494627
22:00,12,65.65387041
23:00,12,68.10286289
00:00,13,65.48298524
01:00,13,70.1947109
02:00,13,63.97715041
03:00,13,61.85315069
04:00,13,62.71496885
05:00,13,64.25702089
06:00,13,64.37460074
07:00,13,66.34913605
08:00,13,64.61797333
09:00,13,64.98385164
10:00,13,65.57704273
11:00,13,67.78015805
12:00,13,74.41520956
13:00,13,69.28927212
14:00,13,68.66200534
15:00,13,69.96083002
16:00,13,66.01185689
17:00,13,66.33903964
18:00,13,66.65199229
19:00,13,66.07661644
20:00,13,69.02889176
21:00,13,63.81299465
22:00,13,64.9590801
23:00,13,66.54890957
00:00,14,63.24752879
01:00,14,63.50935729
02:00,14,62.65703139
03:00,14,62.25104668
04:00,14,64.15676982
05:00,14,67.6859414
06:00,14,68.91586601
07:00,14,68.74094108
08:00,14,69.13729092
09:00,14,80.17527238
10:00,14,69.14825008
11:00,14,72.65343487
12:00,14,70.05749456
13:00,14,69.28505147
14:00,14,67.53004944
15:00,14,72.68597649
16:00,14,68.73338044
17:00,14,67.44234251
18:00,14,71.25713236
19:00,14,66.31990207
20:00,14,66.18998678
21:00,14,64.30351263
22:00,14,64.85292647
23:00,14,65.96202894
00:00,15,63.24412342
01:00,15,61.62923603
02:00,15,63.81960658
03:00,15,62.45264503
04:00,15,64.30216581
05:00,15,67.10874632
06:00,15,68.37672294
07:00,15,67.44598335
08:00,15,70.18250883
09:00,15,70.52340198
10:00,15,70.5621469
11:00,15,77.50539909
12:00,15,67.96495531
13:00,15,69.71775305
14:00,15,66.90731125
15:00,15,68.22705488
16:00,15,68.0938328
17:00,15,66.5262535
18:00,15,67.06660917
19:00,15,68.39503549
20:00,15,74.29084965
21:00,15,69.29363203
22:00,15,67.97038532
23:00,15,63.86702945
00:00,16,62.87846309
01:00,16,63.07329028
02:00,16,62.59101065
03:00,16,62.18094569
04:00,16,67.58223597
05:00,16,68.6880992
06:00,16,69.46386107
07:00,16,67.59160528
08:00,16,69.1225818
09:00,16,68.45586306
10:00,16,72.96803642
11:00,16,69.82018141
12:00,16,72.33109205
13:00,16,70.36803858
14:00,16,69.56321423
15:00,16,72.34308517
16:00,16,66.41171482
17:00,16,72.63199047
18:00,16,74.4380393
19:00,16,71.2316666
20:00,16,67.68836465
21:00,16,68.46264031
22:00,16,68.03335251
23:00,16,68.10127323
00:00,17,71.23135821
01:00,17,66.32504557
02:00,17,65.22297585
03:00,17,64.63224303
04:00,17,65.94984413
05:00,17,69.43100975
06:00,17,71.03357519
07:00,17,70.73944605
08:00,17,70.02541755
09:00,17,71.27240361
10:00,17,71.91064702
11:00,17,73.25462072
12:00,17,71.0861617
13:00,17,72.40502537
14:00,17,72.19192991
15:00,17,72.66792681
16:00,17,72.87294429
17:00,17,72.94846049
18:00,17,67.54545557
19:00,17,68.41781954
20:00,17,69.87966921
21:00,17,68.84489128
22:00,17,64.90739345
23:00,17,66.31673851
00:00,18,64.25106507
01:00,18,62.24010203
02:00,18,62.77254077
03:00,18,63.58959777
04:00,18,64.29522302
05:00,18,67.76536175
06:00,18,69.00767926
07:00,18,69.0163539
08:00,18,69.95697921
09:00,18,72.11292977
10:00,18,68.53570207
11:00,18,72.85279531
12:00,18,74.0260561
13:00,18,69.30300884
14:00,18,69.11194117
15:00,18,71.14171542
16:00,18,67.4298837
17:00,18,68.41728579
18:00,18,68.41770434
19:00,18,70.74097395
20:00,18,66.86586395
21:00,18,65.4791057
22:00,18,68.82220166
23:00,18,67.82675566
00:00,19,66.11729162
01:00,19,63.12166416
02:00,19,62.31363255
03:00,19,61.88628845
04:00,19,62.2093082
05:00,19,63.83715246
06:00,19,64.45012233
07:00,19,64.92851262
08:00,19,68.71708547
09:00,19,65.43147267
10:00,19,65.73183595
11:00,19,66.01173374
12:00,19,65.89404633
13:00,19,67.36345088
14:00,19,67.9990843
15:00,19,69.25073205
16:00,19,66.12272091
17:00,19,72.04655098
18:00,19,66.5741985
19:00,19,67.78048118
20:00,19,66.23803604
21:00,19,70.34926282
22:00,19,65.41952464
23:00,19,67.04330868
00:00,20,66.64422345
01:00,20,62.19352415
02:00,20,67.41303768
03:00,20,62.49689163
04:00,20,60.78333374
05:00,20,62.07148987
06:00,20,62.20643567
07:00,20,62.82947124
08:00,20,68.33946712
09:00,20,64.05214263
10:00,20,65.03343374
11:00,20,64.90668076
12:00,20,65.7981341
13:00,20,66.00813967
14:00,20,65.97649416
15:00,20,65.72843373
16:00,20,67.59088195
17:00,20,67.70050896
18:00,20,67.16261193
19:00,20,68.5581965
20:00,20,76.41048367
21:00,20,65.4188721
22:00,20,63.4515434
23:00,20,63.77633297
00:00,21,62.13468702
01:00,21,64.20312089
02:00,21,62.0737644
03:00,21,61.72682005
04:00,21,63.5301609
05:00,21,66.44495074
06:00,21,68.75919303
07:00,21,68.13307545
08:00,21,68.14209254
09:00,21,70.5993717
10:00,21,69.0959066
11:00,21,74.94904632
12:00,21,67.9171059
13:00,21,66.90456987
14:00,21,70.25508889
15:00,21,71.44027112
16:00,21,69.22516897
17:00,21,66.47100282
18:00,21,66.02750202
19:00,21,72.01800061
20:00,21,64.98803127
21:00,21,63.69173034
22:00,21,65.30595668
23:00,21,63.58185353
00:00,22,62.37757418
01:00,22,63.21161404
02:00,22,63.43064005
03:00,22,62.93655914
04:00,22,63.39836642
05:00,22,67.2413604
06:00,22,68.70872439
07:00,22,70.12115622
08:00,22,71.62570112
09:00,22,69.83794278
10:00,22,69.2331081
11:00,22,69.6643344
12:00,22,72.94647836
13:00,22,68.1491464
14:00,22,67.53083732
15:00,22,66.90846177
16:00,22,71.44825831
17:00,22,66.19917439
18:00,22,65.97777876
19:00,22,64.75473684
20:00,22,67.71660466
21:00,22,65.1917388
22:00,22,65.74267748
23:00,22,64.33988383
00:00,23,61.46635722
01:00,23,62.40289635
02:00,23,63.35032252
03:00,23,62.11910672
04:00,23,63.62081216
05:00,23,67.21659073
06:00,23,68.41546847
07:00,23,68.3770792
08:00,23,69.02325546
09:00,23,70.52065433
10:00,23,74.72154646
11:00,23,70.13069335
12:00,23,68.97496813
13:00,23,71.14887534
14:00,23,68.1420353
15:00,23,73.69324436
16:00,23,70.09890356
17:00,23,67.73185837
18:00,23,68.94072588
19:00,23,70.02576418
