group,variable,value
07:00,17,69.50766997
08:00,17,70.30351726
09:00,17,68.23345465
10:00,17,68.83093525
11:00,17,67.77672327
12:00,17,69.46542817
13:00,17,68.09170317
14:00,17,67.74669397
15:00,17,67.41401553
16:00,17,67.97134833
17:00,17,67.73063619
18:00,17,78.9968682
19:00,17,67.05284784
20:00,17,65.48641476
21:00,17,64.82787171
22:00,17,66.42335834
23:00,17,66.11700828
00:00,18,64.21513017
01:00,18,65.15236752
02:00,18,64.12980815
03:00,18,62.62946363
04:00,18,64.66938285
05:00,18,65.83569933
06:00,18,65.90624688
07:00,18,66.4193151
08:00,18,67.61457518
09:00,18,67.17978423
10:00,18,66.32955188
11:00,18,66.61330234
12:00,18,67.39231291
13:00,18,67.36529442
14:00,18,67.16559781
15:00,18,66.84644683
16:00,18,67.07084612
17:00,18,66.37508675
18:00,18,66.83233889
19:00,18,66.1092749
20:00,18,66.46684464
21:00,18,65.49994925
22:00,18,65.19250367
23:00,18,67.01992452
00:00,19,65.50380605
01:00,19,63.53404555
02:00,19,63.50735914
03:00,19,62.17272314
04:00,19,62.81342784
05:00,19,61.95883264
06:00,19,63.79154318
07:00,19,63.33920645
08:00,19,64.4797387
09:00,19,66.15503933
10:00,19,65.92078651
11:00,19,66.56141021
12:00,19,66.54855768
13:00,19,69.81163706
14:00,19,68.62181453
15:00,19,66.07601945
16:00,19,66.13691695
17:00,19,66.09908004
18:00,19,67.47774899
19:00,19,66.35027691
20:00,19,66.04783716
21:00,19,66.85009434
22:00,19,65.55174231
23:00,19,65.24490903
00:00,20,63.64646725
01:00,20,63.02014765
02:00,20,64.54400501
03:00,20,64.19192729
04:00,20,65.39494576
05:00,20,68.01699972
06:00,20,69.56855031
07:00,20,68.33345044
08:00,20,72.7849567
09:00,20,71.66203623
10:00,20,68.96536603
11:00,20,68.97615052
12:00,20,69.30383886
13:00,20,68.55570644
14:00,20,68.15593066
15:00,20,68.4676381
16:00,20,66.96076839
17:00,20,68.53393639
18:00,20,66.85814867
19:00,20,67.12983579
20:00,20,67.45923772
21:00,20,65.51675677
22:00,20,66.33242147
23:00,20,65.63106731
00:00,21,63.48703805
01:00,21,63.67897476
02:00,21,64.54219671
03:00,21,64.88106101
04:00,21,64.08783952
05:00,21,67.2749427
06:00,21,69.05133026
07:00,21,72.76054099
08:00,21,73.88220301
09:00,21,71.1160646
10:00,21,70.46524378
11:00,21,68.48753659
12:00,21,68.14285176
13:00,21,69.28972218
14:00,21,69.88370499
15:00,21,67.46087867
16:00,21,68.02580625
17:00,21,66.989999
18:00,21,73.94839785
19:00,21,67.66098265
20:00,21,65.67931617
21:00,21,65.96899557
22:00,21,64.53221767
23:00,21,66.94255543
00:00,22,63.65382728
01:00,22,64.76111491
02:00,22,63.49132056
03:00,22,67.18697882
04:00,22,74.07004674
05:00,22,69.61157927
06:00,22,75.15819479
07:00,22,72.60089447
08:00,22,69.86709324
09:00,22,70.25939962
10:00,22,72.23721854
11:00,22,75.61650624
12:00,22,71.79615143
13:00,22,68.6832917
14:00,22,69.2438976
15:00,22,67.74619292
16:00,22,69.91335678
17:00,22,67.28759033
18:00,22,77.84207569
19:00,22,75.04641581
20:00,22,79.16032573
21:00,22,68.00508803
22:00,22,74.51832774
23:00,22,68.84504622
00:00,23,63.61404054
01:00,23,63.9314195
02:00,23,63.57599946
03:00,23,64.3904929
04:00,23,65.37803224
05:00,23,68.91462704
06:00,23,68.77333232
07:00,23,70.20245899
08:00,23,68.90356762
09:00,23,71.84538439
10:00,23,69.54721212
11:00,23,71.49300514
12:00,23,68.9287183
13:00,23,71.3589864
14:00,23,69.92607342
15:00,23,67.61602948
16:00,23,67.13819938
17:00,23,68.48474132
18:00,23,69.33196584
19:00,23,67.03444797
20:00,23,67.33864518
21:00,23,66.80749788
22:00,23,65.86112662
23:00,23,66.69830831
00:00,24,64.13959301
01:00,24,65.23426192
02:00,24,63.81863059
03:00,24,64.38474372
04:00,24,68.94441192
05:00,24,72.24674683
06:00,24,72.17013618
07:00,24,69.19040108
08:00,24,69.17190459
09:00,24,69.96583625
10:00,24,71.04555593
11:00,24,69.07817221
